연번,업체명,연락처,시도,시군구,기본주소,상세주소,주요사업
986,한일식당,041-338-2654,전북,익산시,전북 익산시 황등면 황등로 106,,육회비빔밥
987,한벽집,063-284-2736,전북,전주시,전북 전주시 완산구 교동 2-9,,민물매운탕
988,한국식당,061-761-9292,전남,광양시,전남 광양시 광양읍 매일시장길 48,,한식(광양불고기)
989,하영사,02-779-1741,서울,중구,"서울 중구 남대문시장4길 2(남창동, C동지하 331,332,333호)",,"액세서리,잡화"
990,풍미당,043-732-1827,충북,옥천군,충북 옥천군 옥천읍 중앙로 23-1,,물쫄면
991,풍년지물포,031-352-4700,경기,화성시,경기 화성시 향남읍 평리 108-5,,지물포
992,풍년식당,061-242-5003,전남,목포시,전남 목포시 해안로 249번길 30-1,,불고기
993,풍기삼계탕,054-631-4900,경북,영주시,경북 영주시 중앙로 130(하망동),,삼계탕
994,털보아구탕,031-484-9393,경기,안산시,"경기 안산시 단원구 원초로 34 (원곡동, 남양상가)",,한식
995,태화루,055-354-2101,경남,밀양시,"경남 밀양시 북성로 59, 1,2층(내이동)",,중식
996,충남왕족발,041-332-5248,충남,예산군,충남 예산군 예산읍 사직로 25,,족발
997,진해식당,054-783-7203,경북,울진군,경북 울진군 죽변면 죽변중앙로 160-25,,차돌박이 연탄구이
998,진주당 ,051-556-1190,부산,동래구,부산 동래구 명륜로103번길 2(명륜동),,귀금속/시계
999,중앙서점,061-723-8000,전남,순천시,"전남 순천시 연향상가 5길 7, 3층(연향동)",,서적 및 인쇄물
1000,㈜대성전자,062-225-7766,광주,동구,"광주 동구 독립로 264번길 25, 129호(대인동)",,전자부품
1001,조명옥꽃방,061-533-6189,전남,해남군,전남 해남군 성내리 41-3,,화원
1002,정원식당,051-628-2824,부산,수영구,부산 수영구 남천바다로10번길 41(남천동),,한식
1003,장모육계유통,055-232-4199,경남,창원시,경남 창원시 마산회원구 내서읍 광려천남로 75,,닭
1004,이윤순한복,051-632-4894,부산,부산진구,"부산 부산진구 중앙대로 949(양정동, 3층)",,한복
1005,용두식당,054-434-2522,경북,김청시,"경북 김청시 아랫장터길 1(용두동, 135-5)",,"냉면, 곰탕, 국밥"
1006,영빈루((주)왕기봉),031-666-2258,경기,평택시,경기 평택시 신장동 212-10 (탄현로 341),,중식
1007,영광종묘농약사,02-381-9440,경기,고양시,경기 고양시 덕양구 삼송로205번길 30-9(삼송동),,"농약,종묘,씨앗,농자재"
1008,엘지슈퍼,031-668-1570,경기,부천시,경기 부천시 조종로 74 (원미동),,슈퍼마켓
1009,양곡종묘농약사,031-981-2151,경기,김포시,경기 김포시 양촌면 양곡리 415-2,,"농약,종자,종묘"
1010,신라식당,043-544-2869,충북,보은군,충북 보은군 보은읍 교사삼산길 40,,"북어찌개정식, 한정식"
1011,신도리한우촌,042-842-5060,충남,계룡시,충남 계룡시 엄사면 변영11길 4-57,,한우
1012,신광주방,043-847-8312,충북,충주시,충북 충주시 무학4길 15,,주방기기 도소매
1013,신가네정읍국밥,063-531-6610,전북,정읍시,전북 정읍시 수성5로 17(수성동),,한식(국밥)
1014,수향,055-645-3052,경남,통영시,경남 통영시 항남3길 29(항남동),,한식
1015,수봉식당,053-941-1503,대구,북구,"대구 북구 대현남로2길 60, 103,104호(대현동)",,"중화비빔밥, 바람돌이짬뽕"
1016,수덕신발,031-848-3660,경기,의정부시,경기 의정부시 태평로73번길 20 가동48호,,신발
1017,송어의집,033-332-0505,강원,평창군,강원 평창군 평창읍 아랫상리길 19-4,,일반한식
1018,성미당,063-287-8800,전북,전주시,전북 전주시 완산구 전라감영 5길 19-9,,비빔밥
1019,석양집,02-716-6847,서울,마포구,"서울 마포구 토정로35길 12(용강동, 제이동 제지하층 8호, 9호)",,한식
1020,서창식육점,052-275-4013,울산,남구,울산 남구 야음동 453-14,,식육
1021,서울갈비식당,054-859-6264,경북,안동시,경북 안동시 동부동 136-3,,안동갈비
1022,삼원일식,02-365-7185,서울,서대문구,"서울 서대문구 통일로9안길 32, 2층(충정로2가)",,일식
1023,산성식당,054-331-3290,경북,영천시,경북 영천시 강남길 37-10(완산동),,한우곰탕
1024,부일식당,032-522-1700,인천,부평구,인천 부평구 경원대로 1270 (부평동),,한식
1025,보은집,041-741-6960,충남,논산시,충남 논산시 연무읍 감바위로 30번길 6,,"갈치조림, 게장"
1026,별천지,042-271-0207,대전,동구,대전 동구 산서로1659번길 29,,백숙
1027,백학정,063-534-4290,전북,정읍시,전북 정읍시 태인면 태인로29-3,,떡갈비
1028,백제장,031-746-4296,경기,광주시,경기 광주시 남한산성면 남한산성로780번길 3,,산채정식
1029,백제가든,063-831-3002,전북,익산시,전북 익산시 선화로 65길 34-10,,닭요리
1030,밀로베이커리,055-282-1338,경남,창원시,"경남 창원시 성산구 마디미로21번길 11, 106호(상남동, 로데오 월드상가 1층)",,제과점
1031,민부곤과자점,02-931-0008,서울,노원구,"서울 노원구 한글비석로 474, 157호(상계동, 보람상가)",,제과점
1032,미도상사,02-2242-7200,서울,동대문구,"서울 동대문구 황물로15나길 2, 1층(답십리동)",,자동차관련용품
1033,문창그릇백화점,042-272-9561,대전,중구,대전 중구 문창로10번길 32,,그릇
1034,명랑식당,042-623-5031,대전,동구,대전 동구 태전로 56-20,,육개장
1035,매일회관,063-542-7345,전북,김제시,전북 김제시 남북로 140,,한식(불낙전골)
1036,마라톤집,051-806-5914,부산,부산진구,부산 부산진구 가야대로784번길 54(부전동),,한식
1037,동해순대국,033-633-1012,강원,속초시,강원 속초시 중앙로 129번길 35-17(금호동),,"한식, 음식점업"
1038,동원건어물,033-646-0722,강원,강릉시,강원 강릉시 금성로 21(성남동),,기타
1039,동양인삼사,054-636-7373,경북,영주시,경북 영주시 풍기읍 인삼로 8,,인삼제품
1040,동아실크,062-222-2453,광주,동구,광주 동구 충장로 39(충장로 5가),,실크원단
1041,돌고래식당,051-802-2667,부산,부산진구,부산 부산진구 서전로10번길 31-9(부전동),,한식
1042,덕수갈비,032-517-4070,인천,부평구,인천 부평구 마장로 402(청천동),,갈비
1043,대풍옥,032-932-4030,인천,강화군,인천 강화군 교동면 대룡안길 54번길 28,,한식(국밥)
1044,대창,053-356-2800,대구,북구,"대구 북구 고성로28길(고성동2가, 51)",,"한우갈비살, 불고기"
1045,대성암본가초밥집,054-434-7257,경북,김천시,경북 김천시 평화길 141(평화동),,초밥집
1046,대문점,02-2678-3256,서울,영등포구,서울 영등포구 영증로10길 30(영등포동3가),,중국음식
1047,대남통닭,054-772-4526,경북,경주시,"경북 경주시 금성로 295, 3동 1호(성건동, 중앙시장)",,통닭
1048,나루터식당,041-835-3155,충남,부여군,충남 부여군 부여읍 구교리 7,,장어 구이
1049,꽃담,062-224-1900,광주,동구,광주 동구 금남로 193-7 1층,,한우곰탕
1050,금호,062-944-1791,광주,광산구,광주 광산구 어등대로 665번길 3(소촌동),,한식(백반)
1051,극동제과,042-226-6796,대전,중구,대전 중구 충무로 73,,"제빵, 제과"
1052,굴다리식품 판매장,041-545-3027,충남,아산시,충남 아산시 시민로 357,,젓갈 소매
1053,구옹진식당,041-665-3913,충남,서산시,충남 서산시 번화2로 8-2,,"냉면, 한식"
1054,고후나비,1588-4519,서울,중구,"서울 중구 남대문시장8길 16, 1층(남창동, 포키아동복 35,36호)",,외의
1055,고심통숯불갈비육전선지국,055-884-2596,경남,하동군,"경남 하동군 하동읍 시장1길 20, 1층(시장상설점포 382,383,394,385)호)",,한식
1056,고려회관,042-257-4732,대전,중구,"대전 중구 중앙로109번길 30, 2층",,한정식
1057,고려분식,054-535-6275,경북,상주시,경북 상주시 중앙시장길 26(남성동),,분식
1058,고궁삼계탕,052-269-0278,울산,남구,울산 남구 돋질로 180(달동),,한식
1059,경방루,063-625-2325,전북,남원시,전북 남원시 광한북로 29(금동),,중식
1060,거북이안경,062-228-1001,광주,동구,광주 동구 충장로 33-1(충장로 5가),,안경
1061,갑오상회,031-848-0256,경기,의정부시,경기 의정부시 의정부동160 제일상가동 14호~15호,,종합의류
1062,황산옥,041-745-4836,충남,논산시,충남 논산시 강경읍 금백로 34,,복어
1063,화정소바,055-572-1122,경남,의령군,경남 의령군 의령읍 의병로 18번길 9-3,,한식
1064,호동식당,055-645-3138,경남,통영,경남 통영 서호 177-102,,일반 한식
1065,햇님제과점,053-252-9447,대구,중구,대구 중구 달구벌대로389길 70,,제과점
1066,해태식당,061-434-2486,전남,강진군,전남 강진군 강진읍 서성안길 6,,한정식
1067,함흥막국수,033-632-6707,강원,속초시,강원 속초시 중앙로54번길 3(교동),,"막국수, 냉면"
1068,한국의상 현필원,041-332-5489,충남,예산군,충남 예산군 예산읍 임성로 7,,한복
1069,하동집,055-741-1410,경남,진주시,"경남 진주시 중앙시장길 29-5(대안동, 171,172 중앙시장 3구 98,99,100)",,한식
1070,평남식당,054-247-9124,경북,포항시,경북 포항시 북구 죽도시장3길 9-10,,한우곰탕
1071,팔부자슈퍼,031-472-6658,경기,안양시,경기 안양시 석수동 775-6,,잡화
1072,태백식육점,033-553-4444,강원,태백시,강원 태백시 황지동 38-217,,식육
1073,춘포상회,063-855-7795,전북,익산시,전북 익산시 인북로8길 19-2,,생선
1074,축산본점식육식당,054-631-1437,경북,영주시,경북 영주시 번영로 173번길 10,,"한식,축산식육식당"
1075,청림건재사,054-292-5398,경북,포항시,경북 포항시 남구 동해안로 5986,,"건축자재,안전용품 등"
1076,참깨국수,053-756-1511,대구,수성구,대구 수성구 무학로31길 55 1층,,콩국수
1077,조선옥갈비,033-552-5631,강원,태백시,강원 태백시 시장북2길 5-1,,한식
1078,이화회집,031-358-0807,경기,화성시,경기 화성시 우정읍 이화5리 매화길 2,,낙지전골
1079,유락식당,063-445-6730,전북,군산시,전북 군산시 해망로 146-25,,"꽃게장,반지회"
1080,월성,054-292-4243,경북,포항시,경북 포항시 남구 오천읍 철강로 663,,바다메기매운탕
1081,우성대중음식점,061-434-4389,전남,강진,전남 강진 강진 남성 61-3,,힌식(돼지고기)
1082,용방앗간,032-503-9462,인천,부평구,인천 부평구 부평대로 40번길 3,,건강식품(미숫가루 등)
1083,아이클럽,051-246-1127,부산,중구,부산 중구 중구로48번길 8(신창동4가),,안경
1084,아이러브뮤직,051-254-1072,부산,중구,부산 중구 구덕로 66-1(남포동5가),,음반 및 테이프
1085,송할머니옻닭집,031-224-9997,경기,수원시,"경기 수원시 권선구 정조로 423, 1층 (세류동)",,옻닭
1086,성천막국수,02-2244-5529,서울,동대무,"서울 동대무 답십리로 48나길 2, 1층(답십리동)",,막국수
1087,서울식당,043-832-2135,충북,괴산군,충북 괴산군 괴산읍 읍내로 283-1,,올갱이국
1088,삼보식육점,041-665-3714,충남,서산시,"충남 서산시 동문동 900 서산동부재래시장 1층 8, 23호 B동",,정육점
1089,부창식육점,051-293-3978,부산,사하구,부산 사하구 하단동 487-6,,식육
1090,봉암식당,031-471-7428,경기,안양시,경기 안양시 만안구 예술공원로 245번길 15,,백숙
1091,복화루,032-503-9725,인천,부평구,"인천 부평구 부평대로32번길 16, 1층 A호 101호",,중식
1092,보문각,033-254-8375,강원,춘천시,강원 춘천시 약사고개길 42(약사동),,중식.비빔국수
1093,발안건재,031-353-1223,경기,화성시,경기 화성시 향남읍 배터길 26-4,,건축재료철물
1094,미락복집,031-713-5394,경기,성남시,"경기 성남시 분당구 구미로9번길 25, 108호",,복집
1095,물망초식당,061-662-5233,전남,여수시,전남 여수시 충무동 485-3,,설렁탕
1096,만물수산,054-334-7702,경북,영천시,"경북 영천시 시장로 73, 제 4지구 111, 116호",,소매(돔베기)
1097,리정,043-254-8947,충북,청주시,충북 청주시 청원구 우암로 71-1(내덕동),,"해장국, 설렁탕"
1098,동해루,041-632-2172,충북,홍성군,충북 홍성군 홍성읍 아문길29번길 48,,중화요리
1099,동원가든,043-651-8100,충북,제천시,충북 제천시 봉양읍 제원로10길 55,,숯불닭갈비
1100,덕화원,031-858-0103,경기,양주시,경기 양주시 덕정길 4,,중식
1101,대흥상회,033-336-0272,강원,평창군,강원 평창군 봉평면 동이장터길 14-1,,곡물
1102,대호정,02-802-0974,서울,금천구,서울 금천구 시행대로 52길 51(시흥동),,돼지갈비
1103,대일정,063-534-4030,전북,정읍시,전북 정읍시 태인면 대성리 483-5,,한식(참게장)
1104,대원상회전통간고등어,054-853-6618,경북,안동시,경북 안동시 옥야동 334-3,,"냉동수산물, 생선"
1105,대동할매국수,055-335-6439,경남,김해시,경남 김해시 대동면 동남로45번길 8,,국수
1106,대구갈비,054-772-1384,경북,경주시,경북 경주시 북정로 5,,한식(돼지갈비)
1107,남창문구사,032-503-8027,인천,부평구,인천 부평구 부평대로32번길 13,,문구
1108,남산상회,02-776-5269,서울,중구,서울 중구 남대문시장4길 16(남창동),,"잡화, 인삼"
1109,낙원각,051-314-3784,부산,사상구,부산 사상구 사상로7(주례동),,중식
1110,금강식당,043-423-7350,충북,단양군,충북 단양군 영춘면 구인사로 1072,,산채비빔쟁반냉면
1111,광명반점,053-424-0938,대구,북구,대구 북구 칠성로 70-1,,중국음식
1112,경복궁식당,054-436-3353,경북,김천시,경북 김천시 대항면 황학동길 11-8,,특산채모듬한정식
1113,거구장갈비,055-645-0029,경남,통영시,경남 통영시 동충2길 22-3(항남동),,일반 한식
1114,강전사,062-361-6731,광주,서구,광주 서구 천변좌로 302-1,,전동기장치
1115,호남종묘사,061-432-2202,전남,강진군,전남 강진군 마량면 마량리 987-71번지,,농업 약품
1116,한우건축자재,043-250-9310,충북,청주시,"충북 청주시 상당구 남사로 84번길 29, 1층(남주동)",,건축자재 유통
1117,풍년오리박사,051-508-4642,부산,금정,부산 금정 청룡 45-3,,한식
1118,창녕집,051-517-5288,부산,금정구,부산 금정구 금성동 876,,흑염소불고기
1119,진미옥설농탕,02-400-2131,서울,송파구,"서울 송파구 가락로16길 3-12, 1층 107호(석촌동, 성창빌딩)",,설렁탕
1120,정화네하우스,053-423-2503,대구,북구,대구 북구 칠성남로 216 (칠성동1가),,석쇠불고기
1121,전주식당,061-322-2342,전남,함평군,전남 함평군 함평읍 신기산길 22,,육회비빔밥
1122,전동집,032-819-3075,인천,연수구,"인천 연수구 앵고개로 103번길 25, 2층(동춘동)",,한식
1123,일미해장국,043-731-3755,충북,옥천군,충북 옥천군 옥천읍 금장로 105,,"해장국, 해제비"
1124,이천용인닭발본점(구.용인닭발),031-635-2287,경기,이천시,경기 이천시 중리천로21번길 10-11 ,,"닭발,만두,떡볶이"
1125,은정갈비,041-545-5898,충남,아산시,충남 아산시 온궁로 5,,돼지갈비
1126,운정식당,063-446-0891,전북,군산시,전북 군산시 중정길 8-2(개복동),,삼계탕
1127,에펠제화,061-862-7904,전남,장흥군,전남 장흥군 장흥읍 건산리 720-123,,수제 구두
1128,쌍용반점,063-443-1259,전북,군산시,전북 군산시 내항2길 121(금동),,중식
1129,신촌매운탕,063-625-6291,전북,남원시,전북 남원시 원천로 27-8(신촌동),,한식(매운탕)
1130,신동양,032-773-5256,인천,중구,인천 중구 서해대로449번길 52(신흥동1가),,중식
1131,시골집,041-855-6432,충남,공주시,"충남 공주시 산성시장2길 34-10, 34-8",,일반한식
1132,시골집,041-855-6432,강원,원주시,강원 원주시 중평길 10-1(중앙동),,일반한식
1133,숙영식당,054-772-3369,경북,경주시,경북 경주시 계림로 60 (황남동),,한식
1134,세필즈과자점,032-578-0220,인천,서구,인천 서구 장고개로319(가좌동),,제과
1135,상남할인마트(구.상남슈퍼마켓),033-461-0239,강원,인제군,강원 인제군 상남면 상남리,,기타 음식료품 및 일용잡화
1136,삼미족발,043-253-8042,충북,청주시,충북 청주시 청원구 향군로35(우암동 347-3),,족발
1137,산호찜갈비(산호식당),053-422-2523,대구,중구,대구 중구 동인동1가 298-9,,찜갈비
1138,부일산채식당,054-436-6037,경북,김천시,경북 김천시 대항면 황학동길 35-1,,산채한정식
1139,원주복추어탕,033-762-7989,강원,원주시,강원 원주시 치악로 1748(개운동),,일반음식
1140,민물추어탕,031-215-6655,경기,수원시,"경기 수원시 영통구 중부대로 286(매탄동, 1층)",,"추어탕,민물매운탕 전문점"
1141,미락정갈비,033-563-4477,강원,정선군,강원 정선군 정선읍 녹송1길 18,,한식
1142,매향철물(매향상사),031-255-4313,경기,수원시,경기 수원시 팔달구 수원천로 313(남수동),,"철물, 청소용품 등"
1143,돈비어천가(구.태능갈비),032-777-1300,인천,중구,인천 중구 내동 203-11,,한식
1144,덕화상회,054-631-2831,경북,영주시,경북 영주시 하망동 364-68,,"한복,침구류"
1145,덕포식육점,051-301-4937,부산,사상구,부산 사상구 삼덕로 46번길 50(삼락동),,육류
1146,대한식당,061-763-0095,전남,광양시,전남 광양시 광양읍 읍내리 251,,한식(광양불고기)
1147,대장군식당,043-846-1757,충북,충주시,충북 충주시 수안보면 미륵송계로 105,,꿩고기 전문점
1148,대동강식당(대동강),053-471-3379,대구,남구,대구 남구 대봉로57-1 (봉덕동),,"불고기,냉면"
1149,노송식당,043-647-4752,충북,제천시,충북 제천시 내토로43길 5(화산동),,생선양념구이
1150,남들갈비,043-285-5599,충북,청주시,충북 청주시 서원구 청남로 2133번길 8(모충동),,갈비
1151,광월농약농자재건재사,054-834-9988,경북,의성군,경북 의성군 가음면 금성현서로490,,"농약,농자재,건재"
1152,고복수냉면,031-655-4252,경기,평택시,경기 평택시 조개터로 1번길  71(합정동),,냉면
1153,고궁식당,052-245-2119,울산,중구,울산 중구 학성로 95-1(성남동),,한식
1154,3대원조할매추어탕,063-632-0535,전북,남원시,전북 남원시 요천로 1467(쌍교동),,한식(추어탕)
1155,형제상회,02-2642-9399,서울,양천구,서울 양천구 목동 614-1,,자동차 부품 도소매
1156,형제돌구이,042-822-1351,대전,유성구,대전 유성구 계룡로 52번길 14,,일반한식(삼겹살)
1157,함흥냉면,032-503-8054,인천,부평구,인천광역시 부평구 시장로20번길 21(부평동),,한식(냉면)
1158,한국진열대산업사,042-637-3500,대전,대덕구,대전 대덕구 오정로 96(오정동),,진열대 외
1159,초평정육점,043-533-2247,충북,진천군,충북 진천군 진천읍 중앙동7길 1,,식육판매
1160,진해제과,055-546-3131,경남,창원시,경남 창원시 진해구 중원로43번길 4(광화동),,제과
1161,중앙집,055-741-5496,경남,진주시,경남 진주시 동성동 212-4(1층),,"초밥, 매운탕, 오뎅 백반"
1162,㈜정일품다이아몬드,053-356-6954,대구,중구,대구 중구 동성로 72,,귀금속
1163,장안면옥,031-675-4703,경기,안성시,경기 안성시 중앙로 371번길 54,,냉면
1164,이방식당,055-532-5075,경남,창녕군,경남 창녕군 이방면 옥야길1,,수구레 국밥
1165,온천입구기장곰장어,051-555-6093,부산,동래구,부산 동래구 명륜로 270(명륜동),,곰장어
1166,예산안경원.조은소리 보청기,041-335-2895,충남,예산군,충남 예산군 예산읍 예산로 176번길 16,,"안경, 보청기"
1167,신흥장어,061-335-9109,전남,나주시,전남 나주시 다시면 구진포로 58,,장어
1168,신포순대,032-773-5735,인천,중구,인천 중구 제물량로 166번길 33 (신포동 1층),,기타음식
1169,신토불이,063-253-3021,전북,전주시,전북 전주시 덕진구 명륜4길 25,,"수퍼(식료,잡화)"
1170,신미당,042-543-3501,대전,유성구,대전 유성구 원내동 227-7,,"시계, 도장(인장류)"
1171,성충문구(상사),043-857-2100,충북,충주시,충북 충주시 금봉대로 429(안림동),,문구
1172,선동보리밥,02-743-2096,서울,성북구,"서울 성북구 성북로 134-4, 1층(성북동)",,한식
1173,삼화정,032-424-8898,인천,남동구,인천 남동구 간석동 176-5,,한식
1174,삼성굴비,061-356-2359,전남,영광군,전남 영광군 법성면 굴비로 1길 26 ,,굴비
1175,부일사무가구,055-752-0923,경남,진주시,경남 진주시 내동면 독산길 25-12,,가구유통업
1176,복서울식당,043-842-0135,충북,충주시,충북 충주시 관아1길 16(성내동),,해장국
1177,보곡당,055-545-2177,경남,진해시,경남 진해시 화천동 49,,시계수리
1178,밀밭베이커리,053-426-1601,대구,중구,대구 중구 국채보상로 602-1,,"제과,제빵"
1179,미진과자점,055-545-3133,경남,창원시,경남 창원시 진해구 충장로130(충무동),,제과
1180,무진장갈비촌,063-843-3070,전북,익산시,전북 익산시 선화로 31길58,,한식(갈비)
1181,마방(마일드치킨),041-665-5369,충남,서산시,충남 서산시 번화1로 41-1(동문동),,간이음식(치킨)
1182,동양직물,02-2267-1821,서울,종로구,"서울 종로구 창경궁로 88(예지동, 마구)",,"복지, 의류, 기타 직물류"
1183,도지골등나무집,033-242-2260,강원,춘천시,강원 춘천시 신북읍 상천3길 2,,"회, 매운탕"
1184,뉴욕제과,033-632-8440,강원,속초시,강원 속초시 교동로 19(교동),,제과류
1185,남한산성은행나무집,031-743-6549,경기,광주시,경기 광주시 남한산성면 남한산성로 772,,"닭,오리백숙,순대"
1186,남문소리사,063-288-4097,전북,전주시,전북 전주시 완산구 풍남문1길 19,,"전자제품,가전수리"
1187,구백식당,061-662-0900,전남,여수시,전남 여수시 여객선터미널길 18,,한식
1188,경동수산,054-248-0508,경북,포항시,경북 포항시 북구 죽도시장13길 7-2,,"냉동수산물, 오징어, 기타 수산물"
1189,개미집,051-246-3186,부산,중구,부산 중구 중구로30번길 20-2(신창동1가),,낙지볶음
1190,88완당집,051-543-9091,부산,해운대구,"부산 해운대구 윗반송로31번길 113-17(반송동, 외 2필지)",,완당
1191,함흥냉면옥,033-633-2256,강원,속초시,강원도 속초시 청초호반로 299(금호동),,냉면
1192,한국밸브상사,051-415-0184,부산,영도구,"부산광역시 영도구 대평로 16(대평동1가, 대동대교맨션아파트)",,선박부품
1193,풍미통닭,061-744-7041,전남,순천시,전라남도 순천시 성남뒷길 3(장천동),,마늘통닭
1194,큰마을영양굴밥,041-662-2706,충남,서산시,충청남도 서산시 부석면 간월도1길 65,,굴돌솥밥
1195,청해진,02-484-1551,서울,강동구,서울특별시 강동구 성내로6길 33(성내동),1층,"산낙지전골, 해물요리"
1196,창성옥,02-718-2878,서울,용산구,서울특별시 용산구 새창로 124-10(용문동),,해장국
1197,진미식당,063-856-4422,전북,익산시,전라북도 익산시 황등면 황등로 158,,"육회비빔밥, 선지국밥"
1198,지동관,031-846-2047,경기,의정부시,경기도 의정부시 호국로1298번길 78(의정부동),,중화요리
1199,죽도집,051-721-2411,부산,기장군,부산광역시 기장군 기장읍 연화1길 215,,붕장어
1200,주식회사 경덕농수산,061-743-1794,전남,순천시,전라남도 순천시 해룡면 해룡산단1로 82-7,,농수산물가공품
1201,일송면옥,051-514-3381,부산,금정구,부산광역시 금정구 부곡로141번길 6(부곡동),,"돼지갈비, 밀면"
1202,유일관,031-585-2543,경기,가평군,경기도 가평군 조종면 현창로38번길 11-1,,"갈비탕, 육회, 소불고기 등"
1203,영빈관,043-872-6414,충북,음성군,충청북도 음성군 음성읍 시장로115번길 5,112호,중화요리
1204,알미골,032-934-3962,인천,강화군,인천광역시 강화군 강화읍 강화대로 334,,숯불갈비
1205,안일옥,031-675-2486,인천,강화군,"인천광역시 강화군 강화읍 강화대로 334(199-7,8)",,"설렁탕, 곰탕"
1206,신안촌,02-725-7744,서울,종로구,서울특별시 종로구 사직로12길 8(내자동),1층,"한정식, 홍어"
1207,송애집,043-532-6228,충북,진천군,충청북도 진천군 초평면 초평로 1051-5,,붕어찜
1208,새만포면옥,02-389-3917,서울,은평구,서울특별시 은평구 연서로 171(갈현동),"1, 2층 동연빌딩",냉면
1209,부영선지국,032-884-5981,인천,미추홀구,인천광역시 미추홀구 장천로14번길 20(숭의동),부영선지국,"선짓국, 우거지갈비탕"
1210,메바우명가춘천막국수,033-254-2232,강원,춘천시,강원도 춘천시 당간지주길 76(근화동),1층,막국수
1211,"동아의료보조기,보청기",054-858-3334,경북,안동시,경상북도 안동시 서동문로 68-1(당북동),,"의료용품, 보청기"
1212,동아서점,033-632-1555,강원,속초시,강원도 속초시 수복로 108(교동),,서적
1213,동신명가,02-481-8892,서울,서초구,서울특별시 서초구 반포대로28길 31(서초동),1층 석천빌딩,"떡갈비, 막국수"
1214,대한서림,063-852-4700,전북,익산시,전라북도 익산시 익산대로16길 26(중앙동3가),,서적
1215,단골집,043-532-6171,충북,진천군,충청북도 진천군 초평면 초평로 1053,,붕어찜
1216,금화상회,031-255-7047,경기,수원시,경기도 수원시 팔달구 수원천로255번길 6(영동),"17호(영동, 영동시장)",한복
1217,금수장장어구이,042-932-5454,충북,청주시,충청북도 청주시 서원구 현도면 청남로 15,,장어구이
1218,금메달,061-272-2697,전남,목포시,전라남도 목포시 후광대로143번길 8(옥암동),1층,홍어
1219,고려화문석,032-934-6911,인천,강화군,인천광역시 강화군 강화읍 중앙로 17-9,2층 2086호(강화풍물시장),돗자리 등 공예품
1220,77돌곱창,051-317-0470,부산,사상구,부산광역시 사상구 괘감로 98(감전동),1층,한우곱창
1221,(신)대원옥,031-255-7493,경기,수원시,경기도 수원시 팔달구 정조로800번길 6-3(팔달로1가),1층,냉면
1222,한도안전상사,042-672-0005,대전,대덕구,대전광역시 대덕구 오정로 106(오정동),,안전용품
1223,큰댁,041-555-8107,충남,천안시,충청남도 천안시 서북구 성정중4길 30(성정동),,한정식
1224,진주회관본관,041-581-2065,충남,천안시,충청남도 천안시 서북구 성환읍 성환11길 15,,"불고기, 갈비, 갈비탕"
1225,언양한우불고기,052-262-0376,울산,울주군,울산광역시 울주군 언양읍 헌양길 87-3,"1, 2층",한우불고기
1226,신화당분식,043-256-5463,충북,청주시,충청북도 청주시 상당구 대성로22번길 5-1(석교동),,우동 등 국수전문점
1227,민들레,062-374-8760,광주,서구,광주광역시 서구 상무평화로 137(치평동),,"간장게장, 쌈밥, 한정식"
1228,딴뚝통나무집식당,041-673-1645,충남,태안군,충청남도 태안군 안면읍 조운막터길 23-22,조운막터길 23-5,"게국지, 게장"
1229,동신위생도기,042-274-3391,대전,대덕구,대전광역시 대덕구 비래서로9번길 76(비래동),,위생도기
1230,동승춘,033-574-2082,강원,삼척시,강원도 삼척시 대학로 12(읍중동),,중국요리
1231,남주동해장국,043-256-8575,충북,청주시,충청북도 청주시 상당구 무심동로304번길 10(남주동),,"해장국(소고기, 선지, 우거지)"
1232,나드리,054-633-5482,경북,영주시,경상북도 영주시 중앙로 89(영주동),,"쫄면, 수제돈까스"
1233,철원막국수,033-452-2589,강원,철원군,강원도 철원군 갈말읍 명성로158번길 13,철원막국수,막국수
1234,제천식육점,043-647-2607,충북,제천시,충청북도 제천시 풍양로 108(중앙로1가),"중앙시장지하 14, 16",한우 전문점
1235,재건갈비,043-283-4068,충북,청주시,충청북도 청주시 서원구 청남로 2104(수곡동),,갈비전문점
1236,동래할매파전,051-552-0792,부산,동래구,부산광역시 동래구 명륜로94번길 43-10(복천동),,동래파전 등 전류
1237,대동관,043-214-0020,충북,청주시,충청북도 청주시 청원구 내수읍 내수로 731,,중국요리
1238,공원당,043-255-3894,충북,청주시,충청북도 청주시 상당구 상당로55번길 40-2(남문로2가),,"돈까스, 우동, 메밀(소바)"
1239,향원복집,064-762-2341,제주,서귀포시,제주특별자치도 서귀포시 부두로 43(서귀동),,"일식, 복어"
1240,하나로회관,02-732-7451,서울,종로구,서울특별시 종로구 인사동5길 25(인사동),,한정식
1241,청신한약방,053-255-2036,대구,중구,대구광역시 중구 남성로 16-1(남성로),,한약 소매
1242,장군식당,02-941-5882,서울,노원구,서울특별시 노원구 화랑로43가길 27(월계동),,족발
1243,외바우,054-763-7733,경북,경주시,경상북도 경주시 안강읍 구부랑3길 12,,철판요리
1244,옥수굴비,061-356-1088,전남,영광군,전라남도 영광군 법성면 진굴비길 108,,굴비 도소매
1245,쉐라미,051-208-0033,부산,사하구,부산광역시 사하구 낙동대로 238(괴정동),1층,제과
1246,불로식당,055-246-6260,경남,창원시,경상남도 창원시 마산합포구 남성로 137(동성동),,"생선국, 추어탕, 장어국"
